Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
GBM	ESR2	(continuous)	1.106150674	0.973935871	1.256314045	0.120343257	160/128	436(73.15%)	0.126461489	0.120343257	0.120044161	0.050264257
GBM	ESR2	H (vs L)	1.065544676	0.750387665	1.513065191	0.72269809	81/68--79/60	436(73.15%)	0.722877277	0.72269809	0.722655065	0.160150439
GBM	gender	FEMALE (vs MALE)	0.828435982	0.688858659	0.996294621	0.045565199	230/184--366/307	0(0%)	0.044003055	0.045565199	0.045256958	0.090030856
GBM	histological_type	Glioblastoma_Multiforme_(GBM) (vs Untreated_primary_(de_novo)_GBM)	0.980034942	0.63846005	1.504351742	0.926508896	31/22--545/450	NA	NA	NA	NA	0.207645255
GBM	histological_type	Treated_primary_GBM (vs Untreated_primary_(de_novo)_GBM)	0.527195389	0.332006493	0.837137178	0.006658964	20/19--545/450	NA	NA	NA	NA	0.029403238
GBM	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.011330907	0.025184957	0.022250729	0.037569789
GBM	history_of_neoadjuvant_treatment	Yes (vs No)	0.473496665	0.300817475	0.745299426	0.001237631	21/20--575/471	0(0%)	0.00030413	0.001237631	0.000960762	0.066992535
GBM	karnofsky_performance_score	(continuous)	0.974452839	0.967270497	0.981688513	7.07E-12	439/359	157(26.34%)	1.01E-10	7.07E-12	1.76E-11	0.02390047
GBM	new_tumor_event_dx_days_to	No (vs Yes)	1.856185615	1.531367489	2.249900865	2.94E-10	215/160--381/331	0(0%)	1.41E-09	2.94E-10	1.59E-10	8.10E-15
GBM	new_tumor_event_type	Progression_of_Disease (vs No)	0.692630694	0.56570875	0.84802874	0.00037643	230/166--256/227	NA	NA	NA	NA	2.37E-12
GBM	new_tumor_event_type	Recurrence (vs No)	0.563964928	0.437288775	0.727337307	1.02E-05	107/95--256/227	NA	NA	NA	NA	1.88E-11
GBM	new_tumor_event_type	Locoregional_Disease (vs No)	0.539003385	0.171858386	1.690488645	0.28926834	3/3--256/227	NA	NA	NA	NA	0.0443579
GBM	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	6.11E-05	4.75E-05	3.93E-05	3.75E-14
GBM	performance_status_scale_timing	Preoperative (vs Pre-Adjuvant_Therapy)	0.873105478	0.667409463	1.142197134	0.32217617	132/112--135/107	NA	NA	NA	NA	0.018543524
GBM	performance_status_scale_timing	Post-Adjuvant_Therapy (vs Pre-Adjuvant_Therapy)	0.70385326	0.50373475	0.983472775	0.039627907	76/52--135/107	NA	NA	NA	NA	0.606311981
GBM	performance_status_scale_timing	Other (vs Pre-Adjuvant_Therapy)	1.002184697	0.644720439	1.557844464	0.992263563	27/25--135/107	NA	NA	NA	NA	0.01659016
GBM	performance_status_scale_timing	Global	NA	NA	NA	NA	NA	226(37.92%)	0.188156713	0.201591218	0.198805329	0.027160409
GBM	PGR	(continuous)	1.007705083	0.88507701	1.147323367	0.907700873	160/128	436(73.15%)	0.907721712	0.907700873	0.90770021	0.535259105
GBM	PGR	H (vs L)	0.938231214	0.661748009	1.330231142	0.720379475	80/64--80/64	436(73.15%)	0.720426448	0.720379475	0.720335031	0.844679001
GBM	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	0.746548635	0.523244037	1.065152825	0.106985645	51/33--507/431	NA	NA	NA	NA	0.044411228
GBM	race	ASIAN (vs WHITE)	0.442731918	0.209608788	0.935130406	0.032698227	13/7--507/431	NA	NA	NA	NA	0.745178411
GBM	race	Global	NA	NA	NA	NA	NA	25(4.19%)	0.014755789	0.03141447	0.027603628	0.122522353
GBM	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.278784174	0.132053619	0.588553469	0.000807039	27/7--514/445	55(9.23%)	2.79E-05	0.000807039	0.000340371	0.105636562
HNSC	age_at_initial_pathologic_diagnosis	(continuous)	1.020482894	1.008142718	1.03297412	0.0010891	527/223	1(0.19%)	0.001003645	0.0010891	0.001091723	0.984555162
HNSC	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	2.072438805	0.722246672	5.946725356	0.175432201	82/29--270/133	NA	NA	NA	NA	0.724960898
HNSC	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.25321465	0.789432219	6.431174379	0.128986747	74/26--270/133	NA	NA	NA	NA	0.951008979
HNSC	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	3.745698434	1.385139023	10.12913255	0.009272126	27/4--270/133	NA	NA	NA	NA	0.739052447
HNSC	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	76(14.39%)	0.000206191	0.000827217	0.000499454	0.781124818
HNSC	alcohol_history_documented	NO (vs YES)	1.063670472	0.806955962	1.402052809	0.66138826	176/81--352/142	1(0.19%)	0.662314118	0.66138826	0.661340106	0.084643954
HNSC	AR	(continuous)	0.952245332	0.885623785	1.023878521	0.186072612	519/220	9(1.7%)	0.180990666	0.186072612	0.185917672	0.829096438
HNSC	AR	H (vs L)	0.819089713	0.627839914	1.068597176	0.141309004	260/114--259/106	9(1.7%)	0.141095271	0.141309004	0.140661259	0.606759585
HNSC	clinical_stage	Stage_II (vs Stage_I)	1.128042011	0.504704247	2.521236522	0.769053503	107/44--287/128	NA	NA	NA	NA	0.502546743
HNSC	clinical_stage	Stage_III (vs Stage_I)	1.229463312	0.553105178	2.732898001	0.612241766	99/42--287/128	NA	NA	NA	NA	0.465689543
HNSC	clinical_stage	Stage_IV (vs Stage_I)	1.371664074	0.640394898	2.937972084	0.416113459	21/7--287/128	NA	NA	NA	NA	0.783701814
HNSC	clinical_stage	Global	NA	NA	NA	NA	NA	15(2.84%)	0.617222433	0.628204629	0.626742806	0.602585925
HNSC	clinical_stage_v2	StageIII/IV (vs StageI/II)	1.203143549	0.870964292	1.662013486	0.261912379	120/49--394/172	15(2.84%)	0.253970588	0.261912379	0.26127057	0.667640718
HNSC	ESR1	(continuous)	0.896660307	0.829840743	0.968860245	0.005769669	519/220	9(1.7%)	0.005248244	0.005769669	0.005790169	0.790083628
HNSC	ESR1	H (vs L)	0.752708832	0.576202636	0.983283572	0.037195671	261/121--258/99	9(1.7%)	0.036588639	0.037195671	0.036573238	0.815707542
HNSC	ESR2	(continuous)	0.961416846	0.845328031	1.093448128	0.548977094	519/220	9(1.7%)	0.548241764	0.548977094	0.549009323	0.094844528
HNSC	ESR2	H (vs L)	0.771038463	0.589612924	1.008289145	0.057478531	261/124--258/96	9(1.7%)	0.056438866	0.057478531	0.056792939	0.215906881
HNSC	extracapsular_spread_pathologic	Microscopic_Extension (vs No_Extranodal_Extension)	2.734619041	1.900608224	3.934604306	5.98E-08	77/47--248/82	NA	NA	NA	NA	0.87745506
HNSC	extracapsular_spread_pathologic	Gross_Extension (vs No_Extranodal_Extension)	2.588804825	1.620619293	4.13540086	6.88E-05	38/24--248/82	NA	NA	NA	NA	0.192029331
HNSC	extracapsular_spread_pathologic	Global	NA	NA	NA	NA	NA	166(31.44%)	4.43E-08	1.59E-08	3.81E-09	0.368441163
HNSC	gender	FEMALE (vs MALE)	1.376460131	1.038315805	1.824726622	0.026325837	142/72--386/151	1(0.19%)	0.029477204	0.026325837	0.025703645	0.899758512
HNSC	histological_grade	G1 (vs G3)	0.712386632	0.436721992	1.162054401	0.174340868	125/56--311/136	NA	NA	NA	NA	0.175814554
HNSC	histological_grade	G2 (vs G3)	1.2047012	0.87747046	1.65396449	0.249466067	63/23--311/136	NA	NA	NA	NA	0.166151077
HNSC	histological_grade	G4 (vs G3)	1.14E-07	0	Inf	0.991899522	18/7--311/136	NA	NA	NA	NA	0.999834069
HNSC	histological_grade	GX (vs G3)	0.664886959	0.284623451	1.553191301	0.345772582	7/0--311/136	NA	NA	NA	NA	0.310719662
HNSC	histological_grade	Global	NA	NA	NA	NA	NA	5(0.95%)	0.004572134	0.136692139	0.026705469	0.561825731
HNSC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	0.860866738	0.63296714	1.170821505	0.339659342	132/56--374/159	NA	NA	NA	NA	0.244870862
HNSC	histological_grade_v2	GX (vs G_1/2/Low)	0.615135663	0.271376103	1.394344898	0.244509963	18/7--374/159	NA	NA	NA	NA	0.520259359
HNSC	histological_grade_v2	Global	NA	NA	NA	NA	NA	5(0.95%)	0.322603579	0.354071136	0.349982068	0.382454811
HNSC	history_of_neoadjuvant_treatment	Yes (vs No)	1.582356902	0.804335623	3.112946007	0.183758056	10/10--518/213	1(0.19%)	0.21318305	0.183758056	0.180117855	0.99831078
HNSC	hpv_status_ish	Positive (vs Negative)	0.136906926	0.018294717	1.024531065	0.052823155	22/1--67/22	439(83.14%)	0.008200656	0.052823155	0.023807859	0.035500259
HNSC	hpv_status_p16	Positive (vs Negative)	0.507716152	0.206594779	1.247735745	0.139537468	41/6--74/24	413(78.22%)	0.116231796	0.139537468	0.132240769	0.264079131
HNSC	laterality	Left (vs Right)	1.449620689	0.990940188	2.120612492	0.055738828	146/56--168/52	NA	NA	NA	NA	0.967773351
HNSC	laterality	Midline (vs Right)	1.829454456	0.989415159	3.382709042	0.054100354	34/13--168/52	NA	NA	NA	NA	0.936512625
HNSC	laterality	Global	NA	NA	NA	NA	NA	181(34.28%)	0.063636392	0.062198057	0.059247969	0.996717297
HNSC	lymphovascular_invasion	YES (vs NO)	1.652644757	1.182775218	2.30917477	0.003245219	124/63--232/78	173(32.77%)	0.003717555	0.003245219	0.002939457	0.996812573
HNSC	margin_status	Positive (vs Negative)	1.737767968	1.21488894	2.485690182	0.002479821	60/38--357/148	NA	NA	NA	NA	0.477879322
HNSC	margin_status	Close (vs Negative)	1.368977229	0.854455834	2.193324194	0.191577708	50/20--357/148	NA	NA	NA	NA	0.70877372
HNSC	margin_status	Global	NA	NA	NA	NA	NA	62(11.74%)	0.011101907	0.007290371	0.006523166	0.751036947
HNSC	new_tumor_event_after_initial_treatment	YES (vs NO)	3.083047087	1.891325536	5.025670706	6.30E-06	49/31--150/36	330(62.5%)	1.23E-05	6.30E-06	1.99E-06	0.270705398
HNSC	new_tumor_event_dx_days_to	Yes (vs No)	2.211739424	1.690523206	2.89365521	7.08E-09	145/93--383/130	1(0.19%)	2.02E-08	7.08E-09	2.86E-09	0.003861493
HNSC	new_tumor_event_type	Locoregional_Recurrence (vs No)	1.815722967	1.117277298	2.950789297	0.016059341	29/18--458/188	NA	NA	NA	NA	0.365863971
HNSC	new_tumor_event_type	Distant_Metastasis (vs No)	1.805785855	1.003970554	3.247966325	0.04847341	20/12--458/188	NA	NA	NA	NA	0.185293129
HNSC	new_tumor_event_type	Locoregional_Disease (vs No)	0.602393235	0.192369219	1.886360047	0.384157791	11/3--458/188	NA	NA	NA	NA	0.804291199
HNSC	new_tumor_event_type	New_Primary_Tumor (vs No)	0.386586674	0.095917009	1.558110061	0.181424051	10/2--458/188	NA	NA	NA	NA	0.0152977
HNSC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.19%)	0.018766618	0.016628102	0.01298774	0.089660264
HNSC	number_of_lymphnodes_positive_by_he	Yes (vs No)	1.409188563	1.0823136	1.834784674	0.010852541	241/118--287/105	1(0.19%)	0.010806011	0.010852541	0.010473025	0.518003493
HNSC	other_dx	Yes (vs No)	0.860582125	0.48026671	1.542063147	0.613882636	33/12--495/211	1(0.19%)	0.605945559	0.613882636	0.613549946	0.965001033
HNSC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.847054851	1.24937126	2.7306628	0.002097065	101/30--352/162	76(14.39%)	0.001005358	0.002097065	0.001785629	0.685190728
HNSC	perineural_invasion_present	YES (vs NO)	1.583318475	1.212620095	2.067339478	0.000734121	172/94--356/129	1(0.19%)	0.000887021	0.000734121	0.0006592	0.153155971
HNSC	PGR	(continuous)	0.998251744	0.926328177	1.075759724	0.963419192	519/220	9(1.7%)	0.963410142	0.963419192	0.963419205	0.903321861
HNSC	PGR	H (vs L)	0.862394896	0.661286057	1.124664505	0.274499272	261/111--258/109	9(1.7%)	0.27454478	0.274499272	0.274066715	0.812029704
HNSC	postoperative_rx_tx	YES (vs NO)	1.43816499	0.961530615	2.151068833	0.076896228	66/28--462/195	1(0.19%)	0.090002351	0.076896228	0.075304052	0.256493021
HNSC	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.60074496	1.035892682	2.473600278	0.034109516	48/23--452/189	NA	NA	NA	NA	0.886325191
HNSC	race	ASIAN (vs WHITE)	1.133893061	0.420509249	3.057515328	0.803915654	11/4--452/189	NA	NA	NA	NA	0.796505363
HNSC	race	AMERICAN_INDIAN_OR_ALASKA_NATIVE (vs WHITE)	0.653679878	0.091343672	4.677908962	0.672000547	2/1--452/189	NA	NA	NA	NA	0.102097166
HNSC	race	Global	NA	NA	NA	NA	NA	15(2.84%)	0.2344416	0.192260972	0.18509518	0.42757078
HNSC	radiation_therapy	YES (vs NO)	0.900860428	0.650014686	1.2485095	0.530648988	126/46--402/177	1(0.19%)	0.52657991	0.530648988	0.530466413	0.546922231
HNSC	tobacco_smoking_history	(continuous)	0.966142403	0.857764039	1.088214359	0.570450538	514/214	14(2.65%)	0.570094194	0.570450538	0.570383455	0.820659754
HNSC	tobacco_smoking_history_v2	No (vs Yes)	1.898762236	0.961165083	3.750966501	0.064901685	13/9--515/214	1(0.19%)	0.091342792	0.064901685	0.060706044	0.076313007
HNSC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	5.2147255	3.561745797	7.634840776	0	55/38--386/121	88(16.67%)	1.33E-13	0	0	0.789237746
HNSC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	7.049309954	5.209088932	9.539628039	0	163/130--335/67	31(5.87%)	0	0	0	0.839210667
KICH	age_at_initial_pathologic_diagnosis	(continuous)	1.068433385	1.018329962	1.121001976	0.006909147	112/12	1(0.88%)	0.004337062	0.006909147	0.00480083	0.786473304
KICH	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.31294332	0.184602992	9.337986018	0.78561129	33/2--54/3	NA	NA	NA	NA	0.073453417
KICH	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	4.620815018	0.844049787	25.29700469	0.077646698	19/4--54/3	NA	NA	NA	NA	0.06475292
KICH	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	23.64507525	4.288700728	130.3633942	0.000281729	7/4--54/3	NA	NA	NA	NA	0.05733174
KICH	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	1(0.88%)	0.001584013	0.000446555	6.31E-07	0.199646329
KICH	AR	(continuous)	1.177282952	0.888310144	1.56026041	0.256050046	Sep-65	48(42.48%)	0.242996722	0.256050046	0.249901484	0.908689285
KICH	AR	H (vs L)	1.561148742	0.389951416	6.249971913	0.529117632	32/3--33/6	48(42.48%)	0.520381399	0.529117632	0.52572792	0.885291326
KICH	ESR1	(continuous)	1.036659277	0.695439856	1.545298918	0.859696687	Sep-65	48(42.48%)	0.860371589	0.859696687	0.859690144	0.664945397
KICH	ESR1	H (vs L)	2.096301275	0.523946239	8.387270883	0.295429927	32/3--33/6	48(42.48%)	0.280582433	0.295429927	0.284501521	0.884480372
KICH	ESR2	(continuous)	2.184408856	1.242205679	3.841265686	0.006666371	Sep-65	48(42.48%)	0.012633436	0.006666371	0.00535419	0.268140697
KICH	ESR2	H (vs L)	4.539791313	0.941919604	21.88053533	0.059376466	34/2--31/7	48(42.48%)	0.036258692	0.059376466	0.038515758	0.240945257
KICH	gender	FEMALE (vs MALE)	0.835517141	0.265031198	2.63398761	0.759031803	51/5--62/8	1(0.88%)	0.758017805	0.759031803	0.758718425	0.387813006
KICH	hemoglobin_level	Low (vs Normal)	1.50902778	0.354264386	6.427868371	0.577873564	33/6--38/3	43(38.05%)	0.572993737	0.577873564	0.575363192	0.306950998
KICH	laterality	Right (vs Left)	0.638094792	0.202282998	2.012848184	0.443389177	56/5--57/8	1(0.88%)	0.439581164	0.443389177	0.43957885	0.517880674
KICH	pathologic_stage_v2	StageIII/IV (vs StageI/II)	6.816540658	2.051190308	22.65281108	0.001733529	26/8--87/5	1(0.88%)	0.001190489	0.001733529	0.000279095	0.337602778
KICH	PGR	(continuous)	0.875900282	0.675759094	1.135317764	0.316778096	Sep-65	48(42.48%)	0.327606177	0.316778096	0.310707378	0.25022045
KICH	PGR	H (vs L)	1.449913475	0.388871964	5.406018637	0.580065055	33/4--32/5	48(42.48%)	0.578541399	0.580065055	0.577897101	0.97092563
KICH	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	1.24E-08	0	Inf	0.998071413	12/0--95/12	NA	NA	NA	NA	0.999987745
KICH	race	ASIAN (vs WHITE)	2.200454168	0.282353027	17.14873961	0.451553189	4/1--95/12	NA	NA	NA	NA	0.794022375
KICH	race	Global	NA	NA	NA	NA	NA	3(2.65%)	0.196462767	0.753234971	0.339802606	0.966490083
KICH	serum_calcium_level	Normal (vs Low)	0.181283691	0.022090167	1.48771062	0.111816017	35/1--37/8	NA	NA	NA	NA	0.201570075
KICH	serum_calcium_level	Elevated (vs Low)	1.92E-08	0	Inf	0.998748028	3/0--37/8	NA	NA	NA	NA	0.999972557
KICH	serum_calcium_level	Global	NA	NA	NA	NA	NA	39(34.51%)	0.12506585	0.282469772	0.170959973	0.442426521
KICH	tobacco_smoking_history	(continuous)	1.311939882	0.83659074	2.057381431	0.236914992	Nov-99	14(12.39%)	0.26821573	0.236914992	0.226782458	0.492060184
KICH	tobacco_smoking_history_v2	No (vs Yes)	0.765416245	0.098792306	5.930239446	0.798013633	13/1--100/12	1(0.88%)	0.790513	0.798013633	0.797424867	0.112412362
KICH	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	56.17083822	6.007868314	525.1718083	0.000412194	8/4--72/1	33(29.2%)	5.42E-05	0.000412194	5.98E-10	0.22859148
KICH	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	25.64444811	6.88945394	95.45571023	1.31E-06	16/10--96/3	2(1.77%)	1.58E-07	1.31E-06	7.22E-13	0.097323525
KICH	white_cell_count	Elevated (vs Normal)	1.616349055	0.382127323	6.83694703	0.514034417	31/5--39/4	NA	NA	NA	NA	0.259200689
KICH	white_cell_count	Low (vs Normal)	1.37E-07	0	Inf	0.998597808	1/0--39/4	NA	NA	NA	NA	0.999923821
KICH	white_cell_count	Global	NA	NA	NA	NA	NA	43(38.05%)	0.715454328	0.80821715	0.757035283	0.5291356
KIRC	age_at_initial_pathologic_diagnosis	(continuous)	1.028105296	1.01548959	1.040877729	1.08E-05	537/177	0(0%)	9.94E-06	1.08E-05	9.54E-06	0.39001313
KIRC	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	6.574349316	4.502293068	9.600012322	0	125/51--269/45	NA	NA	NA	NA	4.80E-05
KIRC	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.199876966	0.647138502	2.224724271	0.562960765	83/67--269/45	NA	NA	NA	NA	0.821838971
KIRC	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.705635246	1.811691885	4.040677193	1.15E-06	57/13--269/45	NA	NA	NA	NA	0.000592007
KIRC	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	3(0.56%)	0	0	0	0.00010016
KIRC	AR	(continuous)	0.802530827	0.750347059	0.858343776	1.43E-10	533/175	4(0.74%)	1.75E-09	1.43E-10	7.57E-11	0.691081731
KIRC	AR	H (vs L)	0.400415438	0.29042011	0.552071009	2.33E-08	269/121--264/54	4(0.74%)	5.51E-09	2.33E-08	7.44E-09	0.976050607
KIRC	ESR1	(continuous)	0.955382126	0.834483902	1.093795823	0.508477539	533/175	4(0.74%)	0.508240195	0.508477539	0.508769686	0.901861766
KIRC	ESR1	H (vs L)	0.829322451	0.615472104	1.117476687	0.21870967	268/96--265/79	4(0.74%)	0.217661403	0.21870967	0.218044255	0.378130275
KIRC	ESR2	(continuous)	1.25358884	1.133542955	1.386347974	1.08E-05	533/175	4(0.74%)	3.31E-05	1.08E-05	1.18E-05	0.213478691
KIRC	ESR2	H (vs L)	1.897499881	1.399821117	2.572118504	3.67E-05	267/70--266/105	4(0.74%)	2.90E-05	3.67E-05	2.72E-05	0.778021347
KIRC	gender	FEMALE (vs MALE)	1.040646397	0.766464423	1.412909577	0.798451135	191/65--346/112	0(0%)	0.798803406	0.798451135	0.798438138	0.919643568
KIRC	hemoglobin_level	Low (vs Normal)	2.239392434	1.57647113	3.181078536	6.74E-06	186/43--263/118	NA	NA	NA	NA	0.115563101
KIRC	hemoglobin_level	Elevated (vs Normal)	5.887674916	1.819640046	19.05031492	0.003084517	5/3--263/118	NA	NA	NA	NA	0.83018427
KIRC	hemoglobin_level	Global	NA	NA	NA	NA	NA	83(15.46%)	2.73E-06	5.28E-06	2.03E-06	0.287137186
KIRC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	2.676754232	1.907089535	3.757040814	1.25E-08	244/45--285/131	NA	NA	NA	NA	0.025624924
KIRC	histological_grade_v2	GX (vs G_1/2/Low)	0.944073155	0.129895573	6.861466501	0.954649152	5/1--285/131	NA	NA	NA	NA	0.04344708
KIRC	histological_grade_v2	Global	NA	NA	NA	NA	NA	3(0.56%)	7.34E-09	6.75E-08	1.71E-08	0.017949052
KIRC	history_of_neoadjuvant_treatment	Yes (vs No)	2.007557969	1.059730686	3.803125692	0.032521956	18/10--519/167	0(0%)	0.052831071	0.032521956	0.029150572	0.345833949
KIRC	laterality	Left (vs Right)	1.444324884	1.073610389	1.943046	0.015128198	253/98--283/79	NA	NA	NA	NA	0.537201611
KIRC	laterality	Bilateral (vs Right)	2.68E-06	0	Inf	0.993620185	1/0--283/79	NA	NA	NA	NA	0.999540133
KIRC	laterality	Global	NA	NA	NA	NA	NA	0(0%)	0.042921865	0.052299355	0.046207855	0.826648565
KIRC	lymph_nodes_examined_positive	Yes (vs NO)	3.216385658	1.787398595	5.787817408	9.72E-05	18/12--519/165	0(0%)	0.000876731	9.72E-05	3.75E-05	0.35023382
KIRC	new_tumor_event_dx_days_to	Yes (vs NO)	2.319295734	1.722469292	3.122919362	2.99E-08	127/78--410/99	0(0%)	7.45E-08	2.99E-08	1.16E-08	0.527133262
KIRC	other_dx	Yes (vs No)	0.828217697	0.538448745	1.273927297	0.390928779	78/24--459/153	0(0%)	0.38012801	0.390928779	0.390229317	0.117277939
KIRC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	3.908176163	2.852975682	5.353652685	0	208/118--326/58	3(0.56%)	0	0	0	3.54E-06
KIRC	PGR	(continuous)	0.898366143	0.806602646	1.000569154	0.051222176	533/175	4(0.74%)	0.049365136	0.051222176	0.051667602	0.85299205
KIRC	PGR	H (vs L)	1.014756053	0.753755877	1.366131764	0.923077532	269/92--264/83	4(0.74%)	0.923087319	0.923077532	0.923076855	0.348963453
KIRC	platelet_count	Low (vs Normal)	1.637163486	1.014890072	2.640979898	0.043326901	46/20--360/108	NA	NA	NA	NA	0.74118268
KIRC	platelet_count	Elevated (vs Normal)	3.815628355	2.54084287	5.729996104	1.08E-10	38/30--360/108	NA	NA	NA	NA	0.373744497
KIRC	platelet_count	Global	NA	NA	NA	NA	NA	93(17.32%)	5.34E-08	6.41E-10	3.27E-11	0.592113048
KIRC	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	0.880529758	0.477290444	1.624446215	0.683860397	56/11--466/163	NA	NA	NA	NA	0.265923254
KIRC	race	ASIAN (vs WHITE)	0.52923379	0.073944607	3.78781384	0.526283186	8/1--466/163	NA	NA	NA	NA	0.282670801
KIRC	race	Global	NA	NA	NA	NA	NA	7(1.3%)	0.720519752	0.757230411	0.752183738	0.310387771
KIRC	serum_calcium_level	Low (vs Normal)	0.789860716	0.558358081	1.1173474	0.182537824	151/62--204/66	NA	NA	NA	NA	0.261673957
KIRC	serum_calcium_level	Elevated (vs Normal)	3.836577354	1.89585953	7.763932696	0.00018509	10/9--204/66	NA	NA	NA	NA	0.514206013
KIRC	serum_calcium_level	Global	NA	NA	NA	NA	NA	172(32.03%)	0.000919824	5.52E-05	9.17E-06	0.496176003
KIRC	tobacco_smoking_history_v2	Yes (vs No)	0.36748374	0.207779298	0.649941067	0.000579546	87/13--450/164	0(0%)	7.71E-05	0.000579546	0.000345755	0.320126238
KIRC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	6.241780807	1.963224477	19.84481556	0.001915445	19/6--120/6	398(74.12%)	0.003243481	0.001915445	0.000414888	0.07714182
KIRC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.029585667	3.637210636	6.954981307	0	159/110--353/55	25(4.66%)	0	0	0	0.171538018
KIRC	white_cell_count	Low (vs Normal)	2.032371221	0.891899189	4.63116553	0.091465579	164/46--268/104	NA	NA	NA	NA	0.574139451
KIRC	white_cell_count	Elevated (vs Normal)	0.760290616	0.536802864	1.076823279	0.122785289	9/6--268/104	NA	NA	NA	NA	0.091537612
KIRC	white_cell_count	Global	NA	NA	NA	NA	NA	96(17.88%)	0.067436655	0.049430464	0.043782014	0.176356203
KIRP	age_at_initial_pathologic_diagnosis	(continuous)	1.005439443	0.979776316	1.03177476	0.680915579	288/44	3(1.03%)	0.680165215	0.680915579	0.680886392	0.044804701
KIRP	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	0.975297097	0.217433382	4.374693613	0.973941947	52/16--173/12	NA	NA	NA	NA	0.361061816
KIRP	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	4.597585171	2.173968231	9.723136293	6.55E-05	21/2--173/12	NA	NA	NA	NA	0.04049146
KIRP	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	16.34751691	6.794363478	39.33279548	4.45E-10	15/9--173/12	NA	NA	NA	NA	3.56E-05
KIRP	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	31(10.65%)	2.00E-08	1.79E-09	1.54E-14	9.00E-05
KIRP	AR	(continuous)	0.932693036	0.812148114	1.071130111	0.323733652	289/44	2(0.69%)	0.331184045	0.323733652	0.323667548	0.341579168
KIRP	AR	H (vs L)	0.815863758	0.450284372	1.478251773	0.502169952	145/24--144/20	2(0.69%)	0.501227557	0.502169952	0.501439226	0.503698934
KIRP	BMI	(continuous)	1.003955885	0.997983778	1.00996373	0.194645264	212/30	79(27.15%)	0.285080333	0.194645264	0.164863382	0.406598586
KIRP	BMI_category	Normal (vs Obesity)	1.430459824	0.550020716	3.72025134	0.462881515	76/8--86/13	NA	NA	NA	NA	0.857214263
KIRP	BMI_category	Over (vs Obesity)	1.142998336	0.472664626	2.76400036	0.766725307	51/9--86/13	NA	NA	NA	NA	0.484167518
KIRP	BMI_category	Global	NA	NA	NA	NA	NA	79(27.15%)	0.758884038	0.75498858	0.753437699	0.754757879
KIRP	clinical_stage	Stage_II (vs Stage_I)	0.564874883	0.072850692	4.379967091	0.584689282	29/12--139/11	NA	NA	NA	NA	0.471179838
KIRP	clinical_stage	Stage_III (vs Stage_I)	6.588594017	2.904200474	14.94716756	6.46E-06	21/1--139/11	NA	NA	NA	NA	0.003368857
KIRP	clinical_stage	Stage_IV (vs Stage_I)	19.66624435	7.472345845	51.75900244	1.60E-09	11/7--139/11	NA	NA	NA	NA	0.001892333
KIRP	clinical_stage	Global	NA	NA	NA	NA	NA	91(31.27%)	1.01E-08	1.22E-09	3.33E-16	0.001733836
KIRP	clinical_stage_v2	StageIII/IV (vs StageI/II)	9.226109792	4.469888211	19.04322835	1.86E-09	40/19--160/12	91(31.27%)	2.89E-09	1.86E-09	2.76E-13	1.00E-04
KIRP	ESR1	(continuous)	0.92276275	0.769778336	1.106151022	0.384772392	289/44	2(0.69%)	0.38858638	0.384772392	0.384413294	0.876132784
